,id,gloss,stem,actual_phonology,model_phonology,type,language,num_morphemes,num_tokens,utterance_order,corpus_name,part_of_speech,speaker_code,speaker_name,speaker_role,target_child_name,target_child_age,target_child_sex,media_start,media_end,media_unit,collection_name,collection_id,corpus_id,speaker_id,target_child_id,transcript_id
9393,17253643,soccer,,,,declarative,eng,-2147483648,1,32,PaidoEnglish,,CHI,,Target_Child,,69.00141686687611,female,102.875,103.685,s,Eng-NA,21,330,22782,22782,43661
9394,17253644,duke,,,,declarative,eng,-2147483648,1,33,PaidoEnglish,,CHI,,Target_Child,,69.00141686687611,female,266.636,267.336,s,Eng-NA,21,330,22782,22782,43663
9395,17253645,cooking,,,,declarative,eng,-2147483648,1,38,PaidoEnglish,,CHI,,Target_Child,,63.0012936610608,female,241.647,242.949,s,Eng-NA,21,330,22782,22782,43656
9396,17253646,deck,,,,declarative,eng,-2147483648,1,32,PaidoEnglish,,CHI,,Target_Child,,69.00141686687611,female,115.916,117.022,s,Eng-NA,21,330,22782,22782,43666
9397,17253647,shepherd,,,,declarative,eng,-2147483648,1,35,PaidoEnglish,,CHI,,Target_Child,,69.00141686687611,female,94.174,94.989,s,Eng-NA,21,330,22782,22782,43660
9398,17253648,shop,,,,declarative,eng,-2147483648,1,31,PaidoEnglish,,CHI,,Target_Child,,69.00141686687611,female,103.028,103.801,s,Eng-NA,21,330,22782,22782,43667
9399,17253649,chalkboard,,,,declarative,eng,-2147483648,1,35,PaidoEnglish,,CHI,,Target_Child,,63.0012936610608,female,247.674,248.952,s,Eng-NA,21,330,22782,22782,43657
9400,17253650,choose,,,,declarative,eng,-2147483648,1,31,PaidoEnglish,,CHI,,Target_Child,,69.00141686687611,female,96.117,97.238,s,Eng-NA,21,330,22782,22782,43669
9401,17253651,chalkboard,,,,declarative,eng,-2147483648,1,30,PaidoEnglish,,CHI,,Target_Child,,69.00141686687611,female,102.62,103.783,s,Eng-NA,21,330,22782,22782,43670
9402,17253652,super,,,,declarative,eng,-2147483648,1,37,PaidoEnglish,,CHI,,Target_Child,,69.00141686687611,female,395.122,396.281,s,Eng-NA,21,330,22782,22782,43659
9403,17253653,thinking,,,,declarative,eng,-2147483648,1,41,PaidoEnglish,,CHI,,Target_Child,,63.0012936610608,female,149.453,150.414,s,Eng-NA,21,330,22782,22782,43654
9404,17253654,duke,,,,declarative,eng,-2147483648,1,34,PaidoEnglish,,CHI,,Target_Child,,69.00141686687611,female,267.536,268.407,s,Eng-NA,21,330,22782,22782,43663
9405,17253655,chasing,,,,declarative,eng,-2147483648,1,41,PaidoEnglish,,CHI,,Target_Child,,63.0012936610608,female,223.776,224.905,s,Eng-NA,21,330,22782,22782,43653
9406,17253656,coat,,,,declarative,eng,-2147483648,1,34,PaidoEnglish,,CHI,,Target_Child,,69.00141686687611,female,329.791,331.509,s,Eng-NA,21,330,22782,22782,43662
9407,17253657,desert,,,,declarative,eng,-2147483648,1,34,PaidoEnglish,,CHI,,Target_Child,,69.00141686687611,female,123.314,124.084,s,Eng-NA,21,330,22782,22782,43665
9408,17253658,super,,,,declarative,eng,-2147483648,1,33,PaidoEnglish,,CHI,,Target_Child,,69.00141686687611,female,105.136,106.015,s,Eng-NA,21,330,22782,22782,43661
